299,300,301,337,337,337,337,337,337,337,337,337,375,299,299,337,337,375,375,375,299,299,337,299,300,301,302,337,337,299,299,337,337,375,375,375,375,375,413,413,299,300,301,302,302,340,378,378,416,416,416,416,416,416,299,300,301,302,302,340,340,378,413,414,299,300,301,302,416,301,299,300,413,299,375,299,300,301,302,378,299,300,301,299,299,299,413,299,300,337,337,375,375,375,337,299,300,301,299,337,337,375,375,375,375,375,376,377,337,375,375,375,375,375,375,337,337,337,337,337,337,337,337,337,337,337,375,375,376,377,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
299,300,301,375,375,375,375,375,375,375,375,375,299,299,337,375,375,299,299,299,337,337,375,299,299,300,301,375,375,299,337,375,375,413,413,413,413,413,299,300,301,302,302,340,340,378,416,416,299,300,301,413,414,299,300,301,302,340,340,378,378,299,413,414,299,300,301,302,416,299,300,299,299,337,299,300,301,302,302,416,299,300,301,337,299,337,413,299,300,375,375,413,413,413,375,299,300,301,337,375,375,413,413,413,413,413,414,415,375,413,413,413,413,413,413,375,375,375,375,375,375,375,337,375,375,375,413,413,414,415,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
299,299,300,413,413,413,413,413,413,413,299,300,337,337,375,413,299,337,337,337,375,375,413,337,299,300,301,413,413,337,375,413,413,413,414,415,299,300,301,302,302,340,340,378,378,416,378,378,299,300,301,302,299,300,301,302,340,378,378,416,416,337,413,414,299,300,301,302,416,299,299,337,337,375,299,300,301,302,340,299,299,300,301,375,299,375,413,299,300,413,413,413,414,415,413,299,300,301,375,413,413,413,414,415,416,340,340,337,413,413,414,415,339,339,339,413,413,413,413,413,413,413,375,413,413,413,413,414,415,339,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,239,239,239,239,239,239,239,240,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
299,300,301,302,413,414,415,416,299,299,299,299,375,375,413,413,337,375,375,375,413,413,413,299,300,301,302,413,414,375,413,413,414,415,299,300,301,302,302,340,340,378,378,416,416,301,299,300,299,300,301,299,300,301,302,340,378,416,416,375,375,375,413,414,299,300,301,302,416,302,337,375,375,299,300,301,302,302,378,299,299,300,301,413,299,413,414,299,300,413,414,415,416,378,378,299,300,301,413,413,414,415,416,378,378,378,378,375,413,414,415,415,377,377,377,339,339,413,414,415,415,415,413,413,375,375,375,337,338,339,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,239,239,239,239,277,277,277,277,277,277,277,239,239,239,239,240,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
299,300,301,302,413,414,299,299,299,337,337,299,413,413,414,415,375,413,413,413,413,414,415,299,300,301,299,413,414,413,413,414,299,300,301,302,302,302,340,378,378,416,416,301,299,300,299,300,299,299,299,300,301,302,340,378,416,375,375,413,413,413,414,415,299,300,301,302,416,340,299,299,413,299,300,301,302,340,299,299,299,300,301,413,337,413,414,299,300,413,414,415,416,416,416,299,299,300,413,414,415,416,416,416,416,416,416,413,413,413,414,415,415,415,415,377,377,377,377,413,414,415,415,415,413,413,413,337,338,339,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,239,277,277,277,277,277,277,278,45,45,45,45,45,277,277,277,239,239,239,240,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
299,300,301,302,299,299,299,337,337,299,299,299,413,414,415,416,413,413,414,415,416,416,299,300,301,299,299,413,414,413,299,300,301,302,302,340,340,340,378,416,416,301,302,299,300,299,299,299,299,300,301,302,302,340,378,416,413,413,413,414,299,413,414,415,299,300,301,302,416,378,337,337,299,300,301,302,302,378,299,337,299,300,301,413,375,413,414,299,300,337,299,300,413,414,299,300,299,299,299,299,299,299,299,299,337,413,414,413,414,415,415,339,413,414,415,415,415,415,415,415,337,413,414,415,415,339,337,338,339,339,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,277,277,277,278,45,45,45,45,45,45,45,45,45,45,45,45,45,277,277,239,239,240,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
299,300,301,299,337,337,337,375,299,299,337,337,413,414,415,416,416,416,416,416,416,299,300,301,302,299,337,413,414,415,299,300,301,302,340,378,378,378,416,299,299,299,299,299,299,337,337,337,299,300,301,302,340,378,416,414,415,416,416,413,337,413,414,415,337,299,300,301,302,299,375,375,299,300,301,302,340,299,300,375,299,300,301,413,413,414,415,299,300,375,299,300,413,414,299,300,337,337,337,337,337,337,337,337,375,413,414,415,413,414,415,339,377,415,415,377,337,338,413,337,338,339,413,414,415,377,337,338,339,377,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,239,277,277,278,45,45,45,45,45,99,99,99,100,101,45,45,45,45,45,45,45,277,239,239,240,45,45,45,45,45,45,45,45,45,45,45,45,45,45
299,300,299,337,375,299,299,299,337,337,375,375,299,300,301,299,299,337,413,413,414,299,300,301,302,299,375,413,414,415,337,299,299,299,299,299,299,299,299,337,337,337,337,337,337,375,299,300,301,302,302,340,378,416,415,416,414,415,416,414,375,413,414,415,375,299,300,301,302,337,413,299,300,301,302,302,299,299,300,413,299,300,301,299,413,414,415,299,299,413,299,300,413,414,299,300,375,375,375,375,375,375,375,375,413,413,414,415,413,414,415,339,415,414,415,337,338,339,413,337,338,337,413,414,415,415,337,338,339,415,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,239,277,277,277,278,99,99,99,99,99,100,137,137,99,99,100,101,45,45,45,45,45,45,45,277,239,239,240,45,45,45,45,45,45,45,45,45,45,45,45,45
299,299,337,375,299,337,337,337,375,375,413,299,300,299,299,299,337,375,413,414,299,300,301,302,302,299,413,299,299,299,375,337,337,337,337,337,337,337,337,375,375,375,375,375,375,299,300,301,299,300,301,302,302,302,302,302,302,302,302,302,413,414,415,416,413,299,300,301,302,375,413,299,300,301,302,299,299,300,301,413,299,300,299,337,413,414,299,300,337,299,299,300,413,414,299,300,413,413,413,413,413,413,413,413,413,414,415,337,413,414,415,377,338,413,414,337,338,339,337,337,337,337,338,413,414,337,338,339,339,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,277,277,277,278,100,137,137,137,137,137,99,99,175,175,137,137,99,99,100,101,45,45,45,45,45,45,277,239,239,240,45,45,45,45,45,45,45,45,45,45,45,45
299,337,375,299,337,375,375,375,413,413,299,300,299,337,299,299,375,413,414,299,300,301,302,302,299,337,299,337,337,337,413,375,375,375,375,375,375,375,375,413,413,413,413,413,413,299,300,299,300,301,302,340,340,340,340,340,340,340,340,299,413,414,415,416,416,299,300,301,299,413,414,299,300,301,299,337,299,300,299,413,299,300,337,375,413,414,299,300,375,337,299,300,301,413,299,299,300,301,302,337,337,337,375,413,413,414,415,375,413,414,415,415,337,375,337,338,337,337,337,375,375,337,338,413,414,337,338,339,377,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,239,239,277,277,278,45,99,99,175,175,175,175,175,137,99,175,176,175,175,137,99,100,101,45,45,45,45,45,45,45,277,239,240,45,45,45,45,45,45,45,45,45,45,45,45
